"GAMEID","WEEK","QTR","START","POS","DEF","PASSER","TARGET","AIR YARDS","NOTES","PlayIden","play_id"
7,2,3,"14:15","LA","DAL","J.JOHNSON","N.SPRUCE",3,NA,"7_3_14:15",NA
7,2,3,"13:36","LA","DAL","J.JOHNSON","J.SMALLWOOD",10,NA,"7_3_13:36",NA
7,2,3,"13:00","LA","DAL","J.JOHNSON","A.JENNINGS",36,NA,"7_3_13:00",14582
7,2,3,"11:54","LA","DAL","J.JOHNSON","N.SPRUCE",32,NA,"7_3_11:54",14587
7,2,3,"10:05","DAL","LA","L.JONES","C.ARTIS-PAYNE",-1,NA,"7_3_10:05",NA
7,2,3,"9:34","DAL","LA","L.JONES","D.PARHAM",17,NA,"7_3_9:34",NA
7,2,3,"9:01","LA","DAL","J.JOHNSON","K.WHITFIELD",23,NA,"7_3_9:01",NA
7,2,3,"8:32","LA","DAL","J.JOHNSON","A.JENNINGS",23,NA,"7_3_8:32",NA
7,2,3,"8:01","LA","DAL","J.JOHNSON","B.BARNES",3,NA,"7_3_8:01",NA
7,2,3,"7:01","DAL","LA","L.JONES","J.CROCKETT",36,NA,"7_3_7:01",NA
7,2,3,"6:32","DAL","LA","L.JONES","C.ARTIS-PAYNE",1,NA,"7_3_6:32",18120
7,2,3,"6:00","DAL","LA","L.JONES","F.NAGEL",-2,NA,"7_3_6:00",18093
7,2,3,"4:28","DAL","LA","L.JONES","L.DUNBAR",-3,NA,"7_3_4:28",18112
7,2,3,"3:52","DAL","LA","L.JONES","J.BADET",33,NA,"7_3_3:52",14914
7,2,3,"3:21","DAL","LA","L.JONES","S.PRICE",14,NA,"7_3_3:21",18106
7,2,3,"1:25","DAL","LA","L.JONES","D.PARHAM",25,NA,"7_3_1:25",14923
7,2,3,"0:19","LA","DAL","J.JOHNSON","D.HAMPTON",11,NA,"7_3_0:19",28605
7,2,4,"15:00","LA","DAL","J.JOHNSON","K.WHITFIELD",3,NA,"7_4_15:00",23688
7,2,4,"14:40","LA","DAL","J.JOHNSON","J.SMALLWOOD",-3,NA,"7_4_14:40",18098
7,2,4,"13:43","LA","DAL","J.JOHNSON","L.ROSE",5,NA,"7_4_13:43",NA
7,2,4,"13:14","LA","DAL","J.JOHNSON","J.SMALLWOOD",9,NA,"7_4_13:14",23698
7,2,4,"12:22","LA","DAL","J.JOHNSON","J.SMALLWOOD",6,NA,"7_4_12:22",14821
7,2,4,"11:57","LA","DAL","J.JOHNSON","N.SPRUCE",6,NA,"7_4_11:57",14827
7,2,4,"11:02","DAL","LA","L.JONES","C.ARTIS-PAYNE",-2,NA,"7_4_11:02",18159
7,2,4,"10:19","DAL","LA","L.JONES","D.PARHAM",14,NA,"7_4_10:19",18085
7,2,4,"10:05","DAL","LA","L.JONES","J.CROCKETT",16,NA,"7_4_10:05",NA
7,2,4,"8:45","LA","DAL","J.JOHNSON","J.GREENE",18,NA,"7_4_8:45",14946
7,2,4,"8:22","LA","DAL","J.JOHNSON","N.SPRUCE",4,NA,"7_4_8:22",NA
7,2,4,"7:54","LA","DAL","J.JOHNSON","J.GREENE",11,NA,"7_4_7:54",14958
7,2,4,"5:01","DAL","LA","L.JONES","D.PARHAM",1,NA,"7_4_5:01",NA
7,2,4,"4:45","LA","DAL","J.JOHNSON","N.SPRUCE",35,NA,"7_4_4:45",15029
7,2,4,"2:34","DAL","LA","L.JONES","J.BADET",11,NA,"7_4_2:34",18127
7,2,4,"0:59","LA","DAL","J.JOHNSON","A.JENNINGS",35,NA,"7_4_0:59",15204
7,2,4,"0:52","LA","DAL","J.JOHNSON","J.SMALLWOOD",12,NA,"7_4_0:52",NA
7,2,4,"0:44","LA","DAL","J.JOHNSON","B.BARNES",17,NA,"7_4_0:44",15228
7,2,4,"0:39","LA","DAL","J.JOHNSON","E.HOOD",0,NA,"7_4_0:39",28596
8,2,1,"14:52","HOU","STL","P.WALKER","C.PHILLIPS",3,NA,"8_1_14:52",18230
8,2,1,"13:46","HOU","STL","P.WALKER","S.COATES",3,NA,"8_1_13:46",NA
8,2,1,"13:25","HOU","STL","P.WALKER","C.PHILLIPS",6,NA,"8_1_13:25",23723
8,2,1,"12:06","HOU","STL","P.WALKER","K.LEWIS",4,NA,"8_1_12:06",18245
8,2,1,"11:30","HOU","STL","P.WALKER","S.COATES",7,NA,"8_1_11:30",NA
8,2,1,"9:57","STL","HOU","J.TA'AMU","D.PIERSON-EL",5,NA,"8_1_9:57",23717
8,2,1,"8:29","STL","HOU","J.TA'AMU","K.MUMPHERY",8,NA,"8_1_8:29",NA
8,2,1,"6:30","STL","HOU","J.TA'AMU","M.JONES",-5,NA,"8_1_6:30",15449
8,2,1,"6:14","HOU","STL","P.WALKER","N.HOLLEY",12,NA,"8_1_6:14",18206
8,2,1,"5:10","HOU","STL","P.WALKER","K.LEWIS",21,NA,"8_1_5:10",NA
8,2,1,"3:21","HOU","STL","P.WALKER","C.PHILLIPS",7,NA,"8_1_3:21",15507
8,2,1,"3:08","STL","HOU","J.TA'AMU","A.RUSSELL",-2,NA,"8_1_3:08",18267
8,2,1,"2:40","STL","HOU","J.TA'AMU","L.WASHINGTON",9,NA,"8_1_2:40",NA
8,2,1,"1:11","HOU","STL","P.WALKER","K.LEWIS",2,NA,"8_1_1:11",15557
8,2,1,"0:41","HOU","STL","P.WALKER","N.HOLLEY",15,NA,"8_1_0:41",15562
8,2,1,"0:06","HOU","STL","P.WALKER","R.MALONE",5,NA,"8_1_0:06",23719
8,2,2,"14:49","STL","HOU","J.TA'AMU","D.PIERSON-EL",0,NA,"8_2_14:49",18211
8,2,2,"12:30","HOU","STL","P.WALKER","C.PHILLIPS",18,NA,"8_2_12:30",NA
8,2,2,"12:00","HOU","STL","P.WALKER","J.BUTLER",-2,NA,"8_2_12:00",NA
8,2,2,"11:07","STL","HOU","J.TA'AMU","L.WASHINGTON",5,NA,"8_2_11:07",18198
8,2,2,"10:14","STL","HOU","J.TA'AMU","D.PIERSON-EL",17,NA,"8_2_10:14",NA
8,2,2,"8:41","STL","HOU","J.TA'AMU","A.RUSSELL",14,NA,"8_2_8:41",NA
8,2,2,"8:13","STL","HOU","J.TA'AMU","L.WASHINGTON",-2,NA,"8_2_8:13",NA
8,2,2,"5:24","HOU","STL","P.WALKER","N.HOLLEY",21,NA,"8_2_5:24",NA
8,2,2,"4:28","HOU","STL","P.WALKER","N.HOLLEY",6,NA,"8_2_4:28",15939
8,2,2,"3:17","HOU","STL","P.WALKER","K.LEWIS",-3,NA,"8_2_3:17",NA
8,2,2,"2:40","HOU","STL","P.WALKER","C.PHILLIPS",11,NA,"8_2_2:40",NA
8,2,2,"1:59","HOU","STL","P.WALKER","C.PHILLIPS",9,NA,"8_2_1:59",16178
8,2,2,"1:46","STL","HOU","J.TA'AMU","D.PIERSON-EL",3,NA,"8_2_1:46",NA
8,2,2,"1:10","STL","HOU","J.TA'AMU","D.PIERSON-EL",13,NA,"8_2_1:10",18254
8,2,2,"0:53","HOU","STL","P.WALKER","N.HOLLEY",7,NA,"8_2_0:53",23722
8,2,2,"0:46","HOU","STL","P.WALKER","K.LEWIS",18,NA,"8_2_0:46",16129
8,2,3,"13:54","STL","HOU","J.TA'AMU","L.WASHINGTON",12,NA,"8_3_13:54",NA
8,2,3,"13:34","STL","HOU","J.TA'AMU","D.PIERSON-EL",-4,NA,"8_3_13:34",18215
8,2,3,"11:49","STL","HOU","J.TA'AMU","K.MUMPHERY",-4,NA,"8_3_11:49",NA
8,2,3,"11:21","STL","HOU","J.TA'AMU","C.AGUDOSI",4,NA,"8_3_11:21",18210
8,2,3,"10:51","STL","HOU","J.TA'AMU","D.PIERSON-EL",6,NA,"8_3_10:51",NA
8,2,3,"9:00","STL","HOU","J.TA'AMU","D.PIERSON-EL",0,NA,"8_3_9:00",16393
8,2,3,"8:50","HOU","STL","P.WALKER","S.COATES",9,NA,"8_3_8:50",18261
8,2,3,"8:19","HOU","STL","P.WALKER","J.BUTLER",-3,NA,"8_3_8:19",28624
8,2,3,"5:15","STL","HOU","J.TA'AMU","L.WASHINGTON",11,NA,"8_3_5:15",16542
8,2,3,"4:50","STL","HOU","J.TA'AMU","C.MICHAEL",-4,NA,"8_3_4:50",NA
8,2,3,"3:49","STL","HOU","J.TA'AMU","D.PIERSON-EL",4,NA,"8_3_3:49",18201
8,2,3,"3:28","STL","HOU","J.TA'AMU","W.SAXTON",3,NA,"8_3_3:28",23712
8,2,3,"1:24","HOU","STL","P.WALKER","C.PHILLIPS",5,NA,"8_3_1:24",23718
8,2,3,"0:58","HOU","STL","P.WALKER","K.LEWIS",0,NA,"8_3_0:58",NA
8,2,3,"0:35","HOU","STL","P.WALKER","K.LEWIS",0,NA,"8_3_0:35",16744
8,2,4,"14:48","STL","HOU","J.TA'AMU","L.WASHINGTON",4,NA,"8_4_14:48",16844
8,2,4,"14:35","STL","HOU","J.TA'AMU","D.PIERSON-EL",5,NA,"8_4_14:35",NA
8,2,4,"12:51","STL","HOU","J.TA'AMU","W.SAXTON",-1,NA,"8_4_12:51",18216
8,2,4,"11:40","STL","HOU","J.TA'AMU","K.MUMPHERY",12,NA,"8_4_11:40",23721
8,2,4,"11:18","STL","HOU","J.TA'AMU","M.LUCAS",8,NA,"8_4_11:18",NA
8,2,4,"10:59","STL","HOU","J.TA'AMU","D.PIERSON-EL",-4,NA,"8_4_10:59",18259
8,2,4,"10:47","STL","HOU","J.TA'AMU","A.RUSSELL",17,NA,"8_4_10:47",NA
8,2,4,"9:37","HOU","STL","P.WALKER","C.PHILLIPS",2,NA,"8_4_9:37",NA
8,2,4,"9:03","STL","HOU","J.TA'AMU","A.RUSSELL",7,NA,"8_4_9:03",18242
8,2,4,"8:09","STL","HOU","J.TA'AMU","D.PIERSON-EL",4,NA,"8_4_8:09",NA
8,2,4,"7:05","HOU","STL","P.WALKER","S.MOBLEY",-1,NA,"8_4_7:05",17157
8,2,4,"6:41","HOU","STL","P.WALKER","B.JACKSON",7,NA,"8_4_6:41",NA
8,2,4,"6:03","HOU","STL","P.WALKER","C.PHILLIPS",13,NA,"8_4_6:03",NA
8,2,4,"4:24","STL","HOU","J.TA'AMU","K.MUMPHERY",4,NA,"8_4_4:24",17233
8,2,4,"4:01","STL","HOU","J.TA'AMU","A.RUSSELL",6,NA,"8_4_4:01",NA
8,2,4,"3:30","STL","HOU","J.TA'AMU","L.WASHINGTON",10,NA,"8_4_3:30",NA
8,2,4,"2:27","STL","HOU","J.TA'AMU","C.MICHAEL",-5,NA,"8_4_2:27",NA
8,2,4,"2:00","STL","HOU","J.TA'AMU","A.RUSSELL",15,NA,"8_4_2:00",17301
8,2,4,"1:51","STL","HOU","J.TA'AMU","L.WASHINGTON",-3,NA,"8_4_1:51",NA
8,2,4,"1:36","HOU","STL","P.WALKER","C.PHILLIPS",9,NA,"8_4_1:36",18246
9,3,1,"14:53","TB","HOU","T.CORNELIUS","R.HORN",3,NA,"9_1_14:53",18346
9,3,1,"13:58","TB","HOU","T.CORNELIUS","R.HORN",10,"pbp has time 13:58","9_1_13:58",18328
9,3,1,"12:42","TB","HOU","T.CORNELIUS","J.TOLLIVER",18,"pbp has time 12:42","9_1_12:42",18341
9,3,1,"12:08","HOU","TB","P.WALKER","J.BUTLER",-7,"pbp has time 12:08","9_1_12:08",18405
9,3,1,"11:49","HOU","TB","P.WALKER","J.BUTLER",-4,"pbp has time 11:49","9_1_11:49",23745
9,3,1,"11:12","HOU","TB","P.WALKER","C.PHILLIPS",11,NA,"9_1_11:12",18411
9,3,1,"9:21","HOU","TB","P.WALKER","C.PHILLIPS",33,NA,"9_1_9:21",18398
9,3,1,"06:36","TB","HOU","T.CORNELIUS","R.HORN",-3,"pbp has time 06:36","9_1_6:36",18453
9,3,1,"06:03","TB","HOU","T.CORNELIUS","D.WILLIAMS",19,"pbp has time 06:03","9_1_6:03",18459
9,3,1,"05:43","TB","HOU","T.CORNELIUS","J.TOLLIVER",7,"pbp has time 05:43","9_1_5:43",18467
9,3,1,"5:11","TB","HOU","T.CORNELIUS","D.WILLIAMS",3,NA,"9_1_5:11",18475
9,3,1,"4:53","TB","HOU","T.CORNELIUS","J.PATRICK",-2,NA,"9_1_4:53",18480
9,3,1,"4:29","TB","HOU","T.CORNELIUS","R.HORN",4,"pbp has throwaway","9_1_4:29",18485
9,3,1,"3:49","HOU","TB","P.WALKER","C.PHILLIPS",22,NA,"9_1_3:49",18506
9,3,1,"3:30","TB","HOU","Q.FLOWERS","J.PATRICK",2,NA,"9_1_3:30",23743
9,3,1,"0:34","TB","HOU","Q.FLOWERS","J.TOLLIVER",-2,"pbp has time 0:34","9_1_0:34",NA
9,3,2,"14:04","HOU","TB","P.WALKER","K.LEWIS",23,NA,"9_2_14:04",18596
9,3,2,"13:32","HOU","TB","P.WALKER","K.LEWIS",0,"pbp has time 13:32","9_2_13:32",18598
9,3,2,"13:02","HOU","TB","P.WALKER","N.HOLLEY",-3,"pbp has time 13:02","9_2_13:02",NA
9,3,2,"10:31","TB","HOU","Q.FLOWERS","J.TOLLIVER",20,"pbp has time 10:31","9_2_10:31",23740
9,3,2,"9:37","TB","HOU","Q.FLOWERS","D.SMITH",25,NA,"9_2_9:37",18662
9,3,2,"9:02","HOU","TB","P.WALKER","C.PHILLIPS",11,NA,"9_2_9:02",18688
9,3,2,"8:31","HOU","TB","P.WALKER","K.LEWIS",-3,NA,"9_2_8:31",23746
9,3,2,"7:22","HOU","TB","P.WALKER","R.MALONE",5,NA,"9_2_7:22",18711
9,3,2,"04:16","TB","HOU","Q.FLOWERS","J.TOLLIVER",5,"pbp has time 04:16","9_2_4:16",18780
9,3,2,"3:55","TB","HOU","Q.FLOWERS","D.SMITH",6,NA,"9_2_3:55",18786
9,3,2,"3:13","HOU","TB","P.WALKER","C.PHILLIPS",4,NA,"9_2_3:13",23741
9,3,2,"2:45","HOU","TB","P.WALKER","B.JACKSON",3,NA,"9_2_2:45",18815
9,3,2,"2:04","HOU","TB","P.WALKER","S.MOBLEY",7,NA,"9_2_2:04",18823
9,3,2,"1:28","HOU","TB","P.WALKER","K.LEWIS",7,NA,"9_2_1:28",18837
9,3,2,"1:05","HOU","TB","P.WALKER","K.LEWIS",9,NA,"9_2_1:05",28638
9,3,2,"0:47","TB","HOU","T.CORNELIUS","J.TOLLIVER",12,NA,"9_2_0:47",18888
9,3,2,"0:36","TB","HOU","T.CORNELIUS","R.HORN",4,"pbp has time 0:36","9_2_0:36",18890
9,3,2,"0:33","TB","HOU","T.CORNELIUS","D.GOOLSBY",17,NA,"9_2_0:33",18876
9,3,2,"0:11","TB","HOU","T.CORNELIUS","D.SMITH",15,NA,"9_2_0:11",18924
9,3,3,"14:53","HOU","TB","P.WALKER","N.HOLLEY",-2,NA,"9_3_14:53",18941
9,3,3,"14:16","HOU","TB","P.WALKER","S.COATES",7,NA,"9_3_14:16",28641
9,3,3,"12:13","HOU","TB","P.WALKER","C.PHILLIPS",15,NA,"9_3_12:13",18975
9,3,3,"11:58","TB","HOU","T.CORNELIUS","D.GOOLSBY",5,NA,"9_3_11:58",18994
9,3,3,"11:17","TB","HOU","T.CORNELIUS","D.GOOLSBY",5,NA,"9_3_11:17",19037
9,3,3,"10:33","HOU","TB","P.WALKER","C.PHILLIPS",40,"pbp has time 10:33","9_3_10:33",28632
9,3,3,"8:43","HOU","TB","P.WALKER","C.PHILLIPS",17,NA,"9_3_8:43",19054
9,3,3,"8:11","HOU","TB","P.WALKER","S.MOBLEY",-3,NA,"9_3_8:11",19056
9,3,3,"7:31","HOU","TB","P.WALKER","S.MOBLEY",9,NA,"9_3_7:31",19061
9,3,3,"7:01","HOU","TB","P.WALKER","B.JACKSON",31,"pbp has time 7:01","9_3_7:01",NA
9,3,3,"6:29","HOU","TB","P.WALKER","S.MOBLEY",20,"pbp has time 6:29","9_3_6:29",19072
9,3,3,"5:15","TB","HOU","T.CORNELIUS","J.PATRICK",4,"pbp has time 5:15","9_3_5:15",19092
9,3,3,"3:17","TB","HOU","T.CORNELIUS","D.WILLIAMS",34,"pbp has time 3:17","9_3_3:17",19121
9,3,3,"2:49","TB","HOU","T.CORNELIUS","J.TOLLIVER",11,"pbp has time 2:49","9_3_2:49",19128
9,3,3,"2:13","TB","HOU","T.CORNELIUS","D.WILLIAMS",-3,"pbp has time 2:13","9_3_2:13",19134
9,3,3,"1:50","HOU","TB","P.WALKER","J.BUTLER",-4,"pbp has time 1:50","9_3_1:50",19158
9,3,3,"1:15","HOU","TB","P.WALKER","S.COATES",42,NA,"9_3_1:15",28645
9,3,3,"0:40","HOU","TB","P.WALKER","R.MALONE",22,NA,"9_3_0:40",19172
9,3,4,"14:54","TB","HOU","T.CORNELIUS","J.TOLLIVER",6,"pbp has time 14:54","9_4_14:54",19191
9,3,4,"13:46","TB","HOU","T.CORNELIUS","R.HORN",-4,NA,"9_4_13:46",19214
9,3,4,"13:18","TB","HOU","T.CORNELIUS","D.WILLIAMS",25,NA,"9_4_13:18",19220
9,3,4,"12:40","HOU","TB","P.WALKER","K.LEWIS",-3,NA,"9_4_12:40",23739
9,3,4,"12:12","HOU","TB","P.WALKER","N.HOLLEY",34,"pbp has time 12:12","9_4_12:12",19246
9,3,4,"11:24","HOU","TB","P.WALKER","K.LEWIS",-1,"pbp has time 11:24","9_4_11:24",23742
9,3,4,"11:08","HOU","TB","P.WALKER","K.LEWIS",-1,"pbp has time 11:08","9_4_11:08",19268
9,3,4,"10:31","HOU","TB","P.WALKER","C.PHILLIPS",7,NA,"9_4_10:31",19274
9,3,4,"9:49","TB","HOU","T.CORNELIUS","D.WILLIAMS",15,NA,"9_4_9:49",19302
9,3,4,"8:56","TB","HOU","T.CORNELIUS","J.TOLLIVER",0,NA,"9_4_8:56",19318
9,3,4,"6:19","TB","HOU","T.CORNELIUS","R.HORN",5,"pbp has time 6:19","9_4_6:19",19358
9,3,4,"5:50","TB","HOU","T.CORNELIUS","J.TOLLIVER",13,NA,"9_4_5:50",19366
9,3,4,"4:43","TB","HOU","T.CORNELIUS","J.TOLLIVER",1,"pbp has time 4:43, throwaway","9_4_4:43",19379
9,3,4,"4:20","TB","HOU","T.CORNELIUS","J.TOLLIVER",1,NA,"9_4_4:20",19384
9,3,4,"3:55","TB","HOU","T.CORNELIUS","D.WILLIAMS",1,"pbp has time 3:55","9_4_3:55",28646
9,3,4,"3:50","HOU","TB","P.WALKER","C.PHILLIPS",13,NA,"9_4_3:50",28644
9,3,4,"2:34","HOU","TB","P.WALKER","S.COATES",27,NA,"9_4_2:34",19426
9,3,4,"1:53","TB","HOU","T.CORNELIUS","J.TOLLIVER",9,NA,"9_4_1:53",19436
9,3,4,"1:19","TB","HOU","T.CORNELIUS","D.SMITH",5,"pbp has time 1:19","9_4_1:19",23747
9,3,4,"0:42","HOU","TB","P.WALKER","K.LEWIS",3,"pbp has time 0:42","9_4_0:42",23749
10,3,1,"14:56","DAL","SEA","L.JONES","L.DUNBAR",-1,NA,"10_1_14:56",19508
10,3,1,"14:29","DAL","SEA","L.JONES","C.ARTIS-PAYNE",-4,NA,"10_1_14:29",23758
10,3,1,"13:15","DAL","SEA","L.JONES","C.ARTIS-PAYNE",-5,NA,"10_1_13:15",19534
10,3,1,"11:54","SEA","DAL","B.SILVERS","A.MOORE",7,NA,"10_1_11:54",19561
10,3,1,"10:42","SEA","DAL","B.SILVERS","C.HAMLETT",5,NA,"10_1_10:42",19574
10,3,1,"7:47","SEA","DAL","B.SILVERS","J.GARDNER",16,NA,"10_1_7:47",19609
10,3,1,"7:23","SEA","DAL","B.SILVERS","A.PROEHL",21,NA,"10_1_7:23",19616
10,3,1,"7:12","DAL","SEA","L.JONES","C.ARTIS-PAYNE",-2,NA,"10_1_7:12",23760
10,3,1,"6:49","DAL","SEA","L.JONES","L.DUNBAR",1,NA,"10_1_6:49",28659
10,3,1,"5:50","DAL","SEA","L.JONES","L.DUNBAR",10,"pbp has time 5:50","10_1_5:50",19658
10,3,1,"3:47","DAL","SEA","L.JONES","J.FERGUSON",11,"pbp has time 3:47","10_1_3:47",23776
10,3,1,"3:24","DAL","SEA","L.JONES","D.PARHAM",3,NA,"10_1_3:24",19697
10,3,1,"2:57","DAL","SEA","L.JONES","D.PARHAM",0,NA,"10_1_2:57",19748
10,3,1,"2:28","DAL","SEA","L.JONES","J.BADET",2,"pbp has time 2:28","10_1_2:28",19712
10,3,1,"2:11","DAL","SEA","L.JONES","F.NAGEL",3,NA,"10_1_2:11",19719
10,3,1,"1:41","DAL","SEA","L.JONES","S.PRICE",6,NA,"10_1_1:41",19726
10,3,1,"1:19","DAL","SEA","L.JONES","D.PARHAM",12,NA,"10_1_1:19",19731
10,3,1,"0:49","DAL","SEA","L.JONES","F.NAGEL",7,NA,"10_1_0:49",NA
10,3,2,"13:26","SEA","DAL","B.SILVERS","A.PROEHL",2,NA,"10_2_13:26",19808
10,3,2,"12:51","SEA","DAL","B.SILVERS","K.FARROW",1,NA,"10_2_12:51",19816
10,3,2,"12:03","DAL","SEA","L.JONES","L.DUNBAR",-3,NA,"10_2_12:03",19832
10,3,2,"11:21","DAL","SEA","L.JONES","L.DUNBAR",-2,NA,"10_2_11:21",19846
10,3,2,"10:50","DAL","SEA","L.JONES","D.PARHAM",25,NA,"10_2_10:50",19851
10,3,2,"7:28","SEA","DAL","B.SILVERS","A.MOORE",17,NA,"10_2_7:28",23775
10,3,2,"7:18","DAL","SEA","L.JONES","L.JONES",0,"first forward pass","10_2_7:18",19921
10,3,2,"7:18","DAL","SEA","L.JONES","L.DUNBAR",14,NA,"10_2_7:18",19921
10,3,2,"6:41","DAL","SEA","L.JONES","J.BADET",4,NA,"10_2_6:41",23762
10,3,2,"6:27","DAL","SEA","L.JONES","F.MARTINO",25,NA,"10_2_6:27",NA
10,3,2,"5:37","DAL","SEA","L.JONES","J.CROCKETT",16,NA,"10_2_5:37",19949
10,3,2,"5:10","DAL","SEA","L.JONES","F.NAGEL",20,NA,"10_2_5:10",23754
10,3,2,"5:01","SEA","DAL","B.SILVERS","A.PROEHL",2,NA,"10_2_5:01",20558
10,3,2,"3:47","SEA","DAL","B.SILVERS","K.REYNOLDS",6,NA,"10_2_3:47",23772
10,3,2,"2:47","SEA","DAL","B.SILVERS","D.BYRD",6,NA,"10_2_2:47",20512
10,3,2,"2:17","SEA","DAL","B.SILVERS","A.PROEHL",23,NA,"10_2_2:17",28657
10,3,2,"1:31","SEA","DAL","B.SILVERS","K.FARROW",15,NA,"10_2_1:31",20534
10,3,2,"1:09","DAL","SEA","L.JONES","J.BADET",9,NA,"10_2_1:09",20521
